,Date,Total_BTC,MarketCap,TR_24h,TR_Avg_h,BTC_Sent_24h,BTC_Sent_Avg_h,BTC_Count,Blocks_24h,Blocks_Avg_h,Difficulty,Next_Difficulty,Hashrate_Tera,Hashrate_Peta,MarketID
570,2015-05-08,14138350,3452443687,110997.0,4624.88,1151937.84,47997.41,355533,145,6.04,47643398018,47679922101,341306.18,4334588.45,14
571,2015-05-09,14141850,3420102338,99759.0,4156.63,916036.67,38168.19,355673,126,5.25,47643398018,47265544906,338339.95,4296917.36,14
572,2015-05-10,14144900,3393361510,92564.0,3856.83,1005067.16,41877.8,355795,137,5.71,47643398018,46814628393,335112.16,4255924.47,14
573,2015-05-11,14148650,3480567900,100266.0,4177.75,1062943.34,44289.31,355945,148,6.17,47643398018,47083726892,337038.45,4280388.26,14
574,2015-05-12,14152475,3417115089,112771.0,4698.79,1139845.06,47493.54,356098,156,6.5,47643398018,47104794248,337189.25,4282303.49,14
575,2015-05-13,14156500,3414123105,109214.0,4550.58,1100656.02,45860.67,356259,161,6.71,47643398018,47797569146,342148.33,4345283.76,14
576,2015-05-14,14160175,3364016207,105268.0,4386.17,1099755.37,45823.14,356406,148,6.17,47643398018,48188719417,344948.29,4380843.28,14
577,2015-05-15,14164150,3363985625,106046.0,4418.58,996505.01,41521.04,356565,159,6.63,47643398018,48546596036,347510.07,4413377.9,14
578,2015-05-16,14167650,3353907785,95944.0,3997.67,767495.88,31978.99,356705,136,5.67,47643398018,48146635866,344647.04,4377017.46,14
579,2015-05-17,14171775,3356868344,84408.0,3517.0,696023.86,29000.99,356870,170,7.08,48807487245,48876882894,349874.36,4443404.32,14
580,2015-05-18,14175100,3353644384,96705.0,4029.38,805018.11,33542.42,357003,132,5.5,48807487245,48987372782,350665.27,4453448.97,14
581,2015-05-19,14179150,3296794167,108256.0,4510.67,1163359.62,48473.32,357164,133,5.54,48807487245,48802244989,349340.08,4436618.98,14
582,2015-05-20,14181975,3325361134,111807.0,4658.63,1299523.34,54146.81,357278,138,5.75,48807487245,48476205364,347006.19,4406978.67,14
583,2015-05-21,14186050,3355142686,98339.0,4097.46,938950.62,39122.94,357441,163,6.79,48807487245,48854980148,349717.57,4441413.14,14
584,2015-05-22,14189400,3390273342,101923.0,4246.79,1138634.67,47443.11,357575,134,5.58,48807487245,48602979056,347913.68,4418503.68,14
585,2015-05-23,14192650,3435756712,93463.0,3894.29,1197062.39,49877.6,357705,128,5.33,48807487245,48739068429,348887.84,4430875.59,14
586,2015-05-24,14196000,3407040000,89378.0,3724.08,727735.49,30322.31,357839,134,5.58,48807487245,48845815360,349651.97,4440579.97,14
587,2015-05-25,14199675,3394562094,103277.0,4303.21,880889.77,36703.74,357986,147,6.13,48807487245,48934414676,350286.18,4448634.54,14
588,2015-05-26,14203000,3389034642,105594.0,4399.75,980231.68,40842.99,358119,134,5.58,48807487245,48498407491,347165.12,4408997.07,14
589,2015-05-27,14206600,3358440240,111044.0,4626.83,1158552.3,48273.01,358263,144,6.0,48807487245,48283738695,345628.46,4389481.5,14
590,2015-05-28,14209850,3357077063,107188.0,4466.17,1022241.03,42593.38,358393,130,5.42,48807487245,47798020506,342151.56,4345324.79,14
591,2015-05-29,14213775,3456221529,121735.0,5072.29,1140066.76,47502.78,358550,156,6.5,48807487245,47977308226,343434.95,4361623.86,14
592,2015-05-30,14217025,3321381381,136294.0,5678.92,941015.04,39208.96,358680,130,5.42,48807487245,47827594889,342363.26,4348013.4,14
593,2015-05-31,14220525,3292527356,94987.0,3957.79,783216.54,32634.02,358820,140,5.83,48807487245,47524794666,340195.73,4320485.79,14
594,2015-06-01,14224325,3236702481,115200.0,4800.0,1372792.93,57199.71,358972,148,6.17,47589591154,47492583844,339965.16,4317557.5,14
595,2015-06-02,14227775,3197971580,133273.0,5553.04,1571784.1,65491.0,359110,139,5.79,47589591154,47481452124,339885.47,4316545.51,14
596,2015-06-03,14231525,3219882531,128148.0,5339.5,1358782.43,56615.93,359260,151,6.29,47589591154,47688858005,341370.14,4335400.81,14
597,2015-06-04,14234850,3208819887,118720.0,4946.67,1208237.47,50343.23,359393,133,5.54,47589591154,47111837172,337239.67,4282943.76,14
598,2015-06-05,14238525,3246369461,113840.0,4743.33,1489605.0,62066.88,359540,147,6.13,47589591154,47083813316,337039.06,4280396.11,14
599,2015-06-06,14242850,3191025228,102005.0,4250.21,1086475.72,45269.82,359713,161,6.71,47589591154,47766219095,341923.91,4342433.72,14
600,2015-06-07,14246625,3172580921,88694.0,3695.58,1081641.62,45068.4,359864,169,7.04,47589591154,48458514527,346879.56,4405370.39,14
601,2015-06-08,14250325,3240823162,89297.0,3720.71,963721.31,40155.05,360012,146,6.08,47589591154,48355981397,346145.6,4396049.09,14
602,2015-06-09,14253800,3279514304,110586.0,4607.75,1136883.0,47370.12,360151,152,6.33,47589591154,48688533863,348526.1,4426281.48,14
603,2015-06-10,14258075,3282223123,132557.0,5523.21,1305964.6,54415.19,360322,153,6.38,47589591154,48980706647,350617.56,4452842.95,14
604,2015-06-11,14262100,3289410744,126020.0,5250.83,1408453.75,58685.57,360483,161,6.71,47589591154,49380909024,353482.32,4489225.41,14
605,2015-06-12,14265475,3314725771,123639.0,5151.63,1284833.11,53534.71,360618,135,5.63,47589591154,49206454863,352233.52,4473365.75,14
606,2015-06-13,14269450,3290885770,112709.0,4696.21,1098353.39,45764.72,360777,154,6.42,47589591154,49523834863,354505.42,4502218.82,14
607,2015-06-14,14273075,3307356939,97528.0,4063.67,1243655.94,51819.0,360922,150,6.25,49692386355,49583878391,354935.23,4507677.38,14
608,2015-06-15,14276800,3388113069,123014.0,5125.58,1447536.92,60314.04,361071,149,6.21,49692386355,50088884878,358550.2,4553587.59,14
609,2015-06-16,14279975,3568280153,124724.0,5196.83,1703100.83,70962.53,361198,127,5.29,49692386355,49699699900,355764.31,4518206.73,14
610,2015-06-17,14283350,3545984471,134580.0,5607.5,2111799.25,87991.64,361333,135,5.63,49692386355,49719559093,355906.47,4520012.13,14
611,2015-06-18,14287700,3588641609,124110.0,5171.25,1474809.79,61450.41,361507,157,6.54,49692386355,50159479538,359055.54,4560005.36,14
612,2015-06-19,14291175,3536208342,122528.0,5105.33,1769281.81,73720.08,361646,158,6.58,49692386355,50468645348,361268.64,4588111.67,14
613,2015-06-20,14294600,3521045872,119401.0,4975.04,1360769.39,56698.72,361783,137,5.71,49692386355,49967304290,357679.9,4542534.68,14
614,2015-06-21,14297775,3469641059,91364.0,3806.83,926349.78,38597.91,361910,127,5.29,49692386355,49599646099,355048.1,4509110.83,14
615,2015-06-22,14301525,3531189538,115902.0,4829.25,1089159.21,45381.63,362060,148,6.17,49692386355,49359394860,353328.31,4487269.55,14
616,2015-06-23,14305500,3497654122,127186.0,5299.42,1242710.48,51779.6,362219,143,5.96,49692386355,49390719824,353552.54,4490117.31,14
617,2015-06-24,14308550,3459091963,118445.0,4935.21,1099290.18,45803.76,362341,165,6.88,49692386355,49467575280,354102.7,4497104.25,14
618,2015-06-25,14312525,3500986740,111945.0,4664.38,1004712.17,41863.01,362500,149,6.21,49692386355,49265229986,352654.25,4478709.01,14
619,2015-06-26,14316400,3449508377,117983.0,4915.96,1491738.76,62155.78,362655,156,6.5,49692386355,50047658498,358255.09,4549839.7,14
620,2015-06-27,14319675,3536530135,107568.0,4482.0,1237383.75,51557.66,362786,129,5.38,49692386355,49492357683,354280.1,4499357.22,14
621,2015-06-28,14323350,3569860657,99734.0,4155.58,953456.51,39727.35,362933,148,6.17,49402014931,49509704485,354404.27,4500934.22,14
622,2015-06-29,14326850,3667673600,116850.0,4868.75,1065226.54,44384.44,363073,138,5.75,49402014931,49190595897,352120.0,4471924.01,14
623,2015-06-30,14330350,3824913719,142109.0,5921.21,1734190.48,72257.94,363213,141,5.88,49402014931,49600233651,355052.3,4509164.24,14
624,2015-07-01,14334150,3796686311,160102.0,6670.92,1358335.27,56597.3,363365,152,6.33,49402014931,49931722496,357425.19,4539299.94,14
625,2015-07-02,14337550,3643744957,132433.0,5518.04,1308371.69,54515.49,363501,136,5.67,49402014931,49567657064,354819.11,4506202.7,14
626,2015-07-03,14341575,3640035151,140316.0,5846.5,1323280.57,55136.69,363662,161,6.71,49402014931,49568521956,354825.3,4506281.33,14
627,2015-07-04,14345275,3664629606,113480.0,4728.33,1058954.76,44123.11,363810,146,6.08,49402014931,49792974872,356432.0,4526686.37,14
628,2015-07-05,14349125,3758322820,103456.0,4310.67,916279.04,38178.29,363964,159,6.63,49402014931,50566711653,361970.62,4597026.89,14
629,2015-07-06,14353400,3832357800,143335.0,5972.29,1518346.38,63264.43,364135,169,7.04,49402014931,50964330987,364816.89,4633174.52,14
630,2015-07-07,14357850,3806553192,190217.0,7925.71,1298194.67,54091.44,364313,140,5.83,49402014931,50731512369,363150.31,4612008.95,14
631,2015-07-08,14360625,3884549063,185034.0,7709.75,1222628.66,50942.86,364424,143,5.96,49402014931,50937768928,364626.75,4630759.76,14
632,2015-07-09,14364450,3939736121,194352.0,8098.0,1362796.39,56783.18,364577,146,6.08,49402014931,50690662809,362857.9,4608295.31,14
633,2015-07-10,14367975,4051768950,205202.0,8550.08,1695543.96,70647.66,364718,148,6.17,49402014931,50531782858,361720.59,4593851.51,14
634,2015-07-11,14369250,4100409180,193020.0,8042.5,1846251.53,76927.15,364769,154,6.42,49402014931,50635851635,362465.54,4603312.42,14
635,2015-07-12,14375225,4469688709,200126.0,8338.58,1309534.74,54563.95,365008,139,5.79,51076366304,51175352518,366327.44,4652358.52,14
636,2015-07-13,14377625,4127975442,151171.0,6298.79,883804.7,36825.2,365104,96,4.0,51076366304,51057804323,365486.0,4641672.2,14
637,2015-07-14,14377625,4202723564,,,,,365104,0,0.0,51076366304,51057804323,365486.0,4641672.2,14
638,2015-07-16,14377625,4020630943,,,,,365104,0,0.0,51076366304,51057804323,365486.0,4641672.2,14
639,2015-07-18,14377625,3937542648,,,,,365104,0,0.0,51076366304,51057804323,365486.0,4641672.2,14
640,2015-07-20,14402025,3842532280,114626.0,4776.08,745748.18,31072.84,366080,148,6.17,51076366304,51210693831,366580.43,4655571.4,14
641,2015-07-22,14409075,3983965147,133785.0,5574.38,1072092.57,44670.52,366362,127,5.29,51076366304,51111050268,365867.15,4646512.79,14
642,2015-07-24,14416425,3982908197,109620.0,4567.5,1147723.09,47821.8,366656,140,5.83,51076366304,51494472539,368611.79,4681369.76,14
643,2015-07-26,14424500,4172039966,99103.0,4129.29,765760.22,31906.68,366979,151,6.29,52278304846,52282284251,374251.17,4752989.84,14
644,2015-07-28,14431875,4250908781,115522.0,4813.42,1027749.54,42822.9,367274,150,6.25,52278304846,52778832886,377805.6,4798131.14,14
645,2015-07-30,14439225,4102126066,143867.0,5994.46,1122141.01,46755.88,367568,156,6.5,52278304846,52912315599,378761.11,4810266.08,14
646,2015-08-03,14457600,4047892341,123713.0,5154.71,1019953.19,42498.05,368303,159,6.63,52278304846,53744510261,384718.19,4885921.01,14
647,2015-08-05,14461125,4057372302,132547.0,5522.79,1190335.55,49597.31,368444,136,5.67,52278304846,53614092039,383784.62,4874064.67,14
648,2015-08-07,14468025,4014587577,134838.0,5618.25,1164782.1,48532.59,368720,143,5.96,52278304846,53327372711,381732.2,4847998.98,14
649,2015-08-09,14475500,3781423719,102910.0,4287.92,1274453.72,53102.24,369019,162,6.75,52699842409,52901939757,378686.84,4809322.81,14
650,2015-08-11,14483275,3750617861,116957.0,4873.21,1252284.81,52178.53,369330,168,7.0,52699842409,53330338360,381753.43,4848268.59,14
651,2015-08-13,14490400,3870240936,117898.0,4912.42,1367337.18,56972.38,369615,126,5.25,52699842409,53699032026,384392.64,4881786.58,14
652,2015-08-15,14497625,3848539533,111255.0,4635.63,1396733.76,58197.24,369904,142,5.92,52699842409,53446830672,382587.32,4858858.92,14
653,2015-08-17,14504500,3777253477,89498.0,3729.08,1102992.14,45958.01,370179,138,5.75,52699842409,52741004458,377534.82,4794692.16,14
654,2015-08-19,14511700,3311990779,119798.0,4991.58,1838006.14,76583.59,370467,141,5.88,52699842409,52941088732,378967.07,4812881.85,14
655,2015-08-21,14519350,3339247229,115268.0,4802.83,1580739.42,65864.14,370773,145,6.04,52699842409,53489636523,382893.73,4862750.4,14
656,2015-08-23,14527425,3355835175,105665.0,4402.71,1298520.29,54105.01,371096,158,6.58,54256630328,54709615244,391626.68,4973658.84,14
657,2015-08-25,14534675,3055334032,124579.0,5190.79,2037188.93,84882.87,371386,155,6.46,54256630328,53984253018,386434.34,4907716.06,14
658,2015-08-27,14542050,3253012959,120995.0,5041.46,1585445.06,66060.21,371681,159,6.63,54256630328,54628313409,391044.7,4966267.68,14
659,2015-08-29,14549425,3385683206,119757.0,4989.88,1670336.48,69597.35,371976,155,6.46,54256630328,55046570243,394038.7,5004291.47,14
660,2015-08-31,14557150,3506817435,99419.0,4142.46,801032.8,33376.37,372285,152,6.33,54256630328,56250837568,402659.18,5113771.58,14
661,2015-09-02,14566175,3315741968,135259.0,5635.79,1386360.88,57765.04,372646,164,6.83,54256630328,56782670645,406466.19,5162120.6,14
662,2015-09-04,14572550,3277672519,126352.0,5264.67,1227872.78,51161.37,372901,145,6.04,54256630328,56873172864,407114.03,5170348.17,14
663,2015-09-06,14580100,3389739405,124218.0,5175.75,927671.45,38652.98,373203,147,6.13,56957648455,57767173353,413513.53,5251621.88,14
664,2015-09-08,14587500,3466850663,125467.0,5227.79,1037449.44,43227.06,373499,152,6.33,56957648455,58215535571,416723.04,5292382.55,14
665,2015-09-10,14594675,3443190321,126855.0,5285.63,1323447.18,55143.63,373786,150,6.25,56957648455,58032557101,415413.22,5275747.95,14
666,2015-09-12,14602975,3470017331,182218.0,7592.42,1222085.61,50920.23,374118,158,6.58,56957648455,59051815894,422709.36,5368408.92,14
667,2015-09-14,14610000,3360300000,146048.0,6085.33,857284.69,35720.2,374399,151,6.29,56957648455,58614265358,419577.25,5328631.13,14
668,2015-09-16,14617875,3318038357,163171.0,6798.79,1323011.23,55125.47,374714,161,6.71,56957648455,59495540306,425885.67,5408747.96,14
669,2015-09-18,14625075,3384988234,257124.0,10713.5,1274083.24,53086.8,375002,144,6.0,59335351234,59231469281,423995.37,5384741.23,14
670,2015-09-20,14632550,3372802775,106068.0,4419.5,1030736.15,42947.34,375301,125,5.21,59335351234,58448287026,418389.14,5313542.02,14
671,2015-09-22,14640100,3364294980,134286.0,5595.25,1566092.62,65253.86,375603,145,6.04,59335351234,58761937044,420634.33,5342055.99,14
672,2015-09-24,14646150,3355257211,131018.0,5459.08,1275254.49,53135.6,375845,156,6.5,59335351234,59050278387,422698.36,5368269.14,14
673,2015-09-26,14653725,3448927679,127610.0,5317.08,1375441.02,57310.04,376148,162,6.75,59335351234,58896511003,421597.65,5354290.13,14
674,2015-09-28,14661175,3396847636,108033.0,4501.38,756396.07,31516.5,376446,147,6.13,59335351234,59283876307,424370.52,5389505.56,14
675,2015-09-30,14669050,3452492939,140664.0,5861.0,1708232.25,71176.34,376761,174,7.25,59335351234,59972022017,429296.46,5452064.98,14
676,2015-10-02,14676475,3458511334,134327.0,5596.96,1594273.52,66428.06,377058,149,6.21,60813224039,60610356942,433865.83,5510096.1,14
677,2015-10-04,14683525,3442351712,119452.0,4977.17,1012813.98,42200.58,377340,144,6.0,60813224039,61673182850,441473.84,5606717.75,14
678,2015-10-06,14691225,3699691192,125437.0,5226.54,1372922.95,57205.12,377648,151,6.29,60813224039,62504361508,447423.65,5682280.32,14
679,2015-10-08,14698100,3584150205,136128.0,5672.0,1477399.23,61558.3,377923,134,5.58,60813224039,62023283911,443979.96,5638545.49,14
680,2015-10-10,14704725,3562263745,114644.0,4776.83,1285576.09,53565.67,378188,126,5.25,60813224039,60806536523,435270.14,5527930.82,14
681,2015-10-12,14712375,3648669000,104550.0,4356.25,984354.27,41014.76,378494,146,6.08,60813224039,61590382791,440881.13,5599190.39,14
682,2015-10-14,14719350,3848962832,133387.0,5557.79,1677964.36,69915.18,378773,135,5.63,60813224039,60560725875,433510.56,5505584.13,14
683,2015-10-16,14727300,3735078917,153495.0,6395.63,1988422.7,82850.95,379091,166,6.92,60883825480,61620625762,441097.62,5601939.78,14
684,2015-10-18,14734300,3906961722,135911.0,5662.96,1528651.22,63693.8,379371,136,5.67,60883825480,61138886612,437649.2,5558144.81,14
685,2015-10-20,14742075,3859475235,145101.0,6045.88,1491891.18,62162.13,379682,164,6.83,60883825480,61325327095,438983.79,5575094.14,14
686,2015-10-22,14748850,3952396823,150199.0,6258.29,1415030.64,58959.61,379953,144,6.0,60883825480,61245026744,438408.98,5567794.02,14
687,2015-10-24,14756325,4001841558,144849.0,6035.38,1465112.97,61046.37,380252,151,6.29,60883825480,62454381725,447065.88,5677736.65,14
688,2015-10-26,14763875,4208737846,133675.0,5569.79,1449922.26,60413.43,380554,156,6.5,60883825480,61975264275,443636.22,5634180.02,14
689,2015-10-28,14771575,4287375786,153539.0,6397.46,1839551.74,76647.99,380862,146,6.08,60883825480,62965085668,450721.64,5724164.82,14
690,2015-10-30,14778800,4474961525,161062.0,6710.92,2350028.93,97917.87,381151,151,6.29,62253982450,62418298663,446807.59,5674456.34,14
691,2015-11-01,14786750,4586554115,155400.0,6475.0,1859735.46,77488.98,381469,147,6.13,62253982450,64028654255,458334.96,5820853.99,14
692,2015-11-03,14794475,5381934116,174243.0,7260.13,2604841.16,108535.05,381778,155,6.46,62253982450,64547367064,462048.05,5868010.25,14
693,2015-11-05,14802175,5774624511,203156.0,8464.83,8127987.48,338666.15,382086,153,6.38,62253982450,65069186353,465783.38,5915448.91,14
694,2015-11-07,14809425,5386706202,165279.0,6886.63,2781759.42,115906.64,382376,143,5.96,62253982450,65194254840,466678.65,5926818.91,14
695,2015-11-09,14816775,5762540133,132956.0,5539.83,1946514.58,81104.77,382670,139,5.79,62253982450,64794801981,463819.26,5890504.59,14
696,2015-11-11,14824125,5035458780,161471.0,6727.96,2948219.39,122842.47,382964,146,6.08,62253982450,65151203360,466370.48,5922905.09,14
697,2015-11-13,14832300,5015690568,155863.0,6494.29,2977698.77,124070.78,383291,158,6.58,65848255180,66276089457,474422.73,6025168.64,14
698,2015-11-15,14839900,4940647907,151889.0,6328.71,3123719.52,130154.98,383595,143,5.96,65848255180,66469327941,475805.98,6042735.98,14
699,2015-11-17,14848200,4919208660,159199.0,6633.29,2687797.19,111991.55,383927,170,7.08,65848255180,68105488289,487518.07,6191479.55,14
700,2015-11-19,14855750,4970882508,164261.0,6844.21,1809441.58,75393.4,384229,152,6.33,65848255180,68653554561,491441.29,6241304.33,14
701,2015-11-21,14863325,4784207051,155512.0,6479.67,2231354.0,92973.08,384532,166,6.92,65848255180,69459656700,497211.59,6314587.19,14
702,2015-11-23,14872050,4800102858,129353.0,5389.71,1144888.35,47703.68,384881,171,7.13,65848255180,72275310921,517366.83,6570558.71,14
703,2015-11-25,14879925,4775860728,149456.0,6227.33,1420852.63,59202.19,385196,154,6.42,72722780643,73035738804,522810.18,6639689.32,14
704,2015-11-27,14888050,5224514506,162931.0,6788.79,2103562.72,87648.45,385521,176,7.33,72722780643,74981700260,536739.92,6816596.95,14
705,2015-11-29,14895200,5280080286,163669.0,6819.54,1942988.91,80957.87,385807,152,6.33,72722780643,74818843989,535574.15,6801791.66,14
706,2015-12-01,14903000,5695479510,182196.0,7591.5,2468465.24,102852.72,386119,160,6.67,72722780643,76010640621,544105.36,6910138.06,14
707,2015-12-03,14911200,5363558640,185247.0,7718.63,2767432.48,115309.69,386447,162,6.75,72722780643,78426965666,561402.09,7129806.51,14
708,2015-12-05,14918600,5355464109,172074.0,7169.75,2662085.22,110920.22,386743,152,6.33,72722780643,77640789000,555774.42,7058335.08,14
709,2015-12-07,14926950,5687018681,181787.0,7574.46,5503224.64,229301.03,387077,161,6.71,79102380900,79197350994,566916.72,7199842.35,14
710,2015-12-09,14934975,6138095505,193803.0,8075.13,2996320.27,124846.68,387398,174,7.25,79102380900,80905429908,579143.63,7355124.05,14
711,2015-12-11,14944600,6223678670,210392.0,8766.33,3214752.88,133948.04,387783,217,9.04,79102380900,85904549362,614928.72,7809594.7,14
712,2015-12-13,14952600,6478662528,202542.0,8439.25,3350506.22,139604.43,388103,160,6.67,79102380900,87652024234,627437.63,7968457.89,14
713,2015-12-15,14961050,6701353516,228623.0,9525.96,4813030.68,200542.94,388441,193,8.04,79102380900,88740211184,635227.17,8067385.12,14
714,2015-12-17,14969700,6816452895,220486.0,9186.92,4430389.69,184599.57,388787,163,6.79,79102380900,92585446479,662752.44,8416956.0,14
715,2015-12-19,14977850,6940286355,216017.0,9000.71,4074486.12,169770.26,389113,170,7.08,93448670796,93428917044,668790.24,8493636.03,14
716,2015-12-21,14985850,6515712707,195407.0,8141.96,3970049.59,165418.73,389432,164,6.83,93448670796,96030650006,687414.17,8730159.94,14
717,2015-12-23,14993300,6499595550,219731.0,9155.46,4750052.15,197918.84,389731,149,6.21,93448670796,95491929383,683557.86,8681184.77,14
718,2015-12-25,15000700,6906772301,209147.0,8714.46,4689425.12,195392.71,390027,136,5.67,93448670796,95854664883,686154.42,8714161.11,14
719,2015-12-27,15009050,6262376022,178113.0,7421.38,2674300.2,111429.18,390361,169,7.04,93448670796,98769209384,707017.54,8979122.76,14
720,2015-12-29,15017925,6321630332,172738.0,7197.42,2154977.91,89790.75,390716,149,6.21,93448670796,101045853203,723314.39,9186092.77,14
721,2015-12-31,15026025,6381327427,177225.0,7384.38,2296387.84,95682.83,391040,165,6.88,93448670796,103703029420,742335.2,9427657.04,14
722,2016-01-02,15032975,6562494907,121782.0,5074.25,939096.63,39129.03,391318,134,5.58,103880340815,103696493293,742288.41,9427062.84,14
723,2016-01-04,15040200,6412960798,142824.0,5951.0,906867.57,37786.15,391607,143,5.96,103880340815,103968877242,744238.21,9451825.3,14
724,2016-01-06,15048725,6509476486,182483.0,7603.46,1391790.74,57991.28,391948,158,6.58,103880340815,107513466250,769611.37,9774064.39,14
725,2016-01-08,15059900,6829212853,181990.0,7582.92,1211669.58,50486.23,392395,172,7.17,103880340815,109028708437,780457.9,9911815.27,14
726,2016-01-09,15063775,6812893519,182343.0,7597.63,864005.3,36000.22,392550,155,6.46,103880340815,107452836067,769177.36,9768552.49,14
727,2016-01-10,15068225,6955191296,158994.0,6624.75,1142235.79,47593.16,392728,178,7.42,103880340815,109875017013,786516.01,9988753.3,14
728,2016-01-11,15072425,6744895115,187963.0,7831.79,1816710.91,75696.29,392896,169,7.04,103880340815,111522993062,798312.68,10138571.04,14
729,2016-01-12,15076625,6733522258,194869.0,8119.54,1275465.97,53144.42,393064,168,7.0,103880340815,112921473719,808323.39,10265707.11,14
730,2016-01-13,15080325,6499604995,187791.0,7824.63,1402492.38,58437.18,393212,148,6.17,113354299801,113644937199,813502.15,10331477.28,14
731,2016-01-14,15086950,5493309365,183375.0,7640.63,1753198.0,73049.92,393477,124,5.17,113354299801,113533845889,812706.93,10321377.95,14
732,2016-01-16,15090375,5885548058,191298.0,7970.75,1485687.48,61903.64,393614,141,5.88,113354299801,113980957873,815907.48,10362024.96,14
733,2016-01-17,15094100,5781191241,202175.0,8423.96,10355038.93,431459.96,393763,149,6.21,113354299801,113469115462,812243.57,10315493.3,14
734,2016-01-18,15098525,5811271287,213905.0,8912.71,9462153.27,394256.39,393940,173,7.21,113354299801,114976945729,823037.04,10452570.36,14
735,2016-01-19,15101850,5738869120,186858.0,7785.75,8804629.11,366859.55,394073,133,5.54,113354299801,115140192432,824205.6,10467411.14,14
736,2016-01-20,15105650,6327605729,209071.0,8711.29,3967101.07,165295.88,394225,152,6.33,113354299801,116540835244,834231.79,10594743.78,14
737,2016-01-21,15109075,6212277495,222743.0,9280.96,5266985.97,219457.75,394362,137,5.71,113354299801,115318350074,825480.9,10483607.48,14
738,2016-01-22,15113475,5863726031,213683.0,8903.46,7717679.82,321569.99,394538,176,7.33,113354299801,117003104014,837540.84,10636768.69,14
739,2016-01-23,15117950,5841575880,190400.0,7933.33,29768145.47,1240339.39,394717,179,7.46,113354299801,118243005950,846416.41,10749488.35,14
740,2016-01-24,15122225,6273908708,201425.0,8392.71,67354303.37,2806429.31,394888,171,7.13,113354299801,119312481576,854072.01,10846714.53,14
741,2016-01-25,15126275,5920424035,222150.0,9256.25,17367466.23,723644.43,395050,162,6.75,113354299801,119297915197,853967.74,10845390.3,14
742,2016-01-26,15130275,5962463121,230523.0,9605.13,10394314.61,433096.44,395210,160,6.67,120033340651,120586032109,863188.44,10962493.19,14
743,2016-01-27,15134150,5971935590,229677.0,9569.88,13896094.58,579003.94,395365,155,6.46,120033340651,122621195764,877756.71,11147510.21,14
744,2016-01-28,15137775,5752657256,223128.0,9297.0,6078509.36,253271.22,395510,145,6.04,120033340651,124786078408,893253.54,11344320.0,14
745,2016-01-29,15142025,5733982027,224394.0,9349.75,7175478.22,298978.26,395680,169,7.04,120033340651,127788874135,914748.39,11617304.58,14
746,2016-01-30,15146575,5704048679,194428.0,8101.17,3435175.2,143132.3,395862,185,7.71,120033340651,128712901307,921362.84,11701308.02,14
747,2016-01-31,15151225,5538984836,176045.0,7335.21,1704471.94,71019.66,396048,181,7.54,120033340651,132042150103,945194.53,12003970.5,14
748,2016-02-01,15155250,5725168482,222398.0,9266.58,5353569.42,223065.39,396209,161,6.71,120033340651,134053360309,959591.33,12186809.9,14
749,2016-02-02,15159750,5653525568,241722.0,10071.75,3818602.55,159108.44,396389,180,7.5,120033340651,137341523916,983128.92,12485737.32,14
750,2016-02-03,15164225,5593627676,191224.0,7967.67,1577346.15,65722.76,396568,179,7.46,120033340651,138729567810,993064.93,12611924.58,14
751,2016-02-04,15168425,5885197216,200661.0,8360.88,2485172.49,103548.85,396736,168,7.0,120033340651,138646444035,992469.9,12604367.79,14
752,2016-02-05,15173100,5831477523,224094.0,9337.25,3455527.38,143980.31,396923,187,7.79,120033340651,141046828705,1009652.53,12822587.1,14
753,2016-02-06,15178125,5698323469,224156.0,9339.83,3137891.8,130745.49,397124,200,8.33,120033340651,144069656392,1031290.77,13097392.79,14
754,2016-02-07,15182525,5730947712,212190.0,8841.25,3041718.27,126738.26,397300,176,7.33,144116447847,148145564815,1060467.26,13467934.2,14
755,2016-02-08,15186225,5691128936,224755.0,9364.79,2629156.68,109548.19,397448,148,6.17,144116447847,150258173289,1075589.9,13659991.73,14
756,2016-02-09,15190625,5662457375,231240.0,9635.0,2225832.24,92743.01,397624,176,7.33,144116447847,153929578410,1101870.84,13993759.69,14
757,2016-02-10,15194725,5827116259,235527.0,9813.63,2646048.09,110252.0,397788,164,6.83,144116447847,155190846992,1110899.35,14108421.8,14
758,2016-02-11,15199525,5836769595,220934.0,9205.58,2657689.2,110737.05,397980,192,8.0,144116447847,159193643757,1139552.49,14472316.62,14
759,2016-02-12,15203800,5808611790,202527.0,8438.63,2665208.64,111050.36,398151,171,7.13,144116447847,160855457228,1151448.21,14623392.31,14
760,2016-02-13,15207700,5946210700,184675.0,7694.79,2598268.29,108261.18,398307,156,6.5,144116447847,162867262454,1165849.28,14806285.81,14
761,2016-02-14,15211775,6188210917,186844.0,7785.17,2782594.99,115941.46,398470,164,6.83,144116447847,164356087095,1176506.7,14941635.07,14
762,2016-02-15,15215650,6066631812,220349.0,9181.21,3880471.86,161686.33,398625,152,6.33,144116447847,163275226224,1168769.59,14843373.85,14
763,2016-02-16,15219100,6200413531,215940.0,8997.5,3966772.18,165282.17,398763,138,5.75,144116447847,163382182458,1169535.22,14853097.26,14
764,2016-02-17,15222975,6327353444,227235.0,9468.13,3984892.84,166037.2,398918,155,6.46,144116447847,162795912403,1165338.53,14799799.37,14
765,2016-02-18,15227200,6413392096,212979.0,8874.13,3852448.45,160518.69,399087,169,7.04,144116447847,163862563190,1172973.92,14896768.74,14
